locus_tag,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein
SAOUHSC_01088,NC_007795.1,1049302.0,1050036.0,+,,,hypothetical protein,YP_499633.1
SAOUHSC_01089,NC_007795.1,1050055.0,1050378.0,+,,,heme-degrading monooxygenase IsdG,YP_499634.1
SAOUHSC_01090,NC_007795.1,1050415.0,1050522.0,+,,,hypothetical protein,YP_499635.1
SAOUHSC_01091,NC_007795.1,1050762.0,1051502.0,+,,,hypothetical protein,YP_499636.1
SAOUHSC_01092,NC_007795.1,1051883.0,1052941.0,+,pheS,,phenylalanyl-tRNA synthetase subunit alpha,YP_499637.1
SAOUHSC_01093,NC_007795.1,1052941.0,1055343.0,+,pheT,,phenylalanyl-tRNA synthetase subunit beta,YP_499638.1
SAOUHSC_01095,NC_007795.1,1055514.0,1056452.0,-,,,ribonuclease HIII,YP_499639.1
SAOUHSC_01096,NC_007795.1,1056822.0,1057082.0,+,,,hypothetical protein,YP_499640.1
SAOUHSC_01097,NC_007795.1,1057090.0,1057611.0,+,,,hypothetical protein,YP_499641.1
SAOUHSC_01098,NC_007795.1,1057684.0,1059396.0,+,,,hypothetical protein,YP_499642.1
SAOUHSC_01099,NC_007795.1,1059406.0,1061754.0,+,,,recombination and DNA strand exchange inhibitor protein,YP_499643.1
SAOUHSC_01100,NC_007795.1,1061927.0,1062241.0,+,,,thioredoxin,YP_499644.1
SAOUHSC_01101,NC_007795.1,1062304.0,1062399.0,-,,,hypothetical protein,YP_499645.1
SAOUHSC_01102,NC_007795.1,1062565.0,1064346.0,+,uvrC,,excinuclease ABC subunit C,YP_499646.2
SAOUHSC_01103,NC_007795.1,1064670.0,1065284.0,+,,,succinate dehydrogenase cytochrome b-558 subunit,YP_499647.1
SAOUHSC_01104,NC_007795.1,1065336.0,1067102.0,+,sdhA,,succinate dehydrogenase flavoprotein subunit,YP_499648.1
SAOUHSC_01105,NC_007795.1,1067102.0,1067917.0,+,sdhB,,succinate dehydrogenase iron-sulfur subunit,YP_499649.1
SAOUHSC_01106,NC_007795.1,1068153.0,1068953.0,+,,,glutamate racemase,YP_499650.1
SAOUHSC_01107,NC_007795.1,1068965.0,1069552.0,+,,,nucleoside-triphosphatase,YP_499651.1
SAOUHSC_01108,NC_007795.1,1069545.0,1070048.0,+,,,hypothetical protein,YP_499652.1
SAOUHSC_01109,NC_007795.1,1070176.0,1070343.0,+,,,hypothetical protein,YP_499653.1
SAOUHSC_01110,NC_007795.1,1070537.0,1070866.0,+,,,fibrinogen-binding protein-like protein,YP_499654.1
SAOUHSC_01111,NC_007795.1,1071183.0,1071275.0,-,,,hypothetical protein,YP_499655.1
SAOUHSC_01112,NC_007795.1,1071235.0,1071636.0,-,,,formyl peptide receptor-like 1 inhibitory protein,YP_499656.1
SAOUHSC_01113,NC_007795.1,1072308.0,1072814.0,+,,,hypothetical protein,YP_499657.1
SAOUHSC_01114,NC_007795.1,1073073.0,1073570.0,+,,,fibrinogen-binding protein,YP_499658.1
SAOUHSC_01115,NC_007795.1,1073724.0,1074074.0,+,,,hypothetical protein,YP_499659.1
SAOUHSC_01118,NC_007795.1,1074500.0,1074745.0,+,,,hypothetical protein,YP_499660.1
SAOUHSC_01119,NC_007795.1,1074896.0,1075081.0,-,,,hypothetical protein,YP_499662.1
SAOUHSC_A01081,NC_007795.1,1075291.0,1075509.0,-,,,hypothetical protein,YP_499663.1
SAOUHSC_01120,NC_007795.1,1075703.0,1075936.0,-,,,hypothetical protein,YP_499664.1
SAOUHSC_01121,NC_007795.1,1076413.0,1077372.0,-,,,alpha-hemolysin,YP_499665.1
SAOUHSC_01122,NC_007795.1,1078045.0,1078191.0,+,,,hypothetical protein,YP_499666.1
SAOUHSC_01123,NC_007795.1,1078148.0,1078372.0,+,,,hypothetical protein,YP_499667.1
SAOUHSC_01124,NC_007795.1,1078816.0,1079532.0,-,,,superantigen-like protein,YP_499668.1
SAOUHSC_01125,NC_007795.1,1079640.0,1080365.0,-,,,superantigen-like protein,YP_499669.1
SAOUHSC_01127,NC_007795.1,1080460.0,1081185.0,-,,,superantigen-like protein,YP_499670.1
SAOUHSC_01128,NC_007795.1,1081623.0,1082624.0,+,,,ornithine carbamoyltransferase,YP_499671.1
SAOUHSC_01129,NC_007795.1,1082647.0,1083579.0,+,,,carbamate kinase,YP_499672.1
SAOUHSC_01130,NC_007795.1,1083817.0,1085307.0,+,,,hypothetical protein,YP_499673.1
SAOUHSC_01131,NC_007795.1,1085615.0,1085842.0,+,,,hypothetical protein,YP_499674.1
SAOUHSC_01133,NC_007795.1,1086147.0,1087094.0,-,,,hypothetical protein,YP_499675.1
SAOUHSC_01134,NC_007795.1,1087343.0,1087531.0,+,,,hypothetical protein,YP_499676.1
SAOUHSC_01135,NC_007795.1,1088443.0,1088577.0,+,,,hypothetical protein,YP_499677.1
SAOUHSC_01136,NC_007795.1,1088634.0,1088768.0,+,,,hypothetical protein,YP_499678.1
SAOUHSC_01137,NC_007795.1,1088892.0,1089587.0,+,,,hypothetical protein,YP_499679.1
SAOUHSC_01138,NC_007795.1,1089696.0,1090136.0,-,,,hypothetical protein,YP_499680.1
SAOUHSC_01139,NC_007795.1,1090331.0,1090558.0,+,,,hypothetical protein,YP_499681.1
SAOUHSC_01141,NC_007795.1,1090750.0,1091952.0,+,,,hypothetical protein,YP_499683.1
SAOUHSC_01142,NC_007795.1,1092096.0,1092527.0,+,,,cell division protein MraZ,YP_499684.1
SAOUHSC_01143,NC_007795.1,1092564.0,1093478.0,+,mraW,,16S rRNA (cytosine(1402)-N(4))-methyltransferase,YP_499685.1
SAOUHSC_01144,NC_007795.1,1093492.0,1093893.0,+,,,cell division protein,YP_499686.1
SAOUHSC_01145,NC_007795.1,1093874.0,1096108.0,+,,,penicillin-binding protein 1,YP_499687.1
SAOUHSC_01146,NC_007795.1,1096400.0,1097365.0,+,mraY,,phospho-N-acetylmuramoyl-pentapeptide-transferase,YP_499688.1
SAOUHSC_01147,NC_007795.1,1097367.0,1098716.0,+,murD,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,YP_499689.1
SAOUHSC_01148,NC_007795.1,1098732.0,1100051.0,+,,,cell division protein,YP_499690.1
SAOUHSC_01149,NC_007795.1,1100157.0,1101569.0,+,,,cell division protein,YP_499691.1
SAOUHSC_01150,NC_007795.1,1101602.0,1102774.0,+,,,cell division protein FtsZ,YP_499692.1
SAOUHSC_01152,NC_007795.1,1103160.0,1103825.0,+,,,hypothetical protein,YP_499693.1
SAOUHSC_01153,NC_007795.1,1103849.0,1104517.0,+,,,hypothetical protein,YP_499694.1
SAOUHSC_01154,NC_007795.1,1104514.0,1105077.0,+,,,hypothetical protein,YP_499695.1
SAOUHSC_01155,NC_007795.1,1105089.0,1105379.0,+,,,hypothetical protein,YP_499696.1
SAOUHSC_01156,NC_007795.1,1105462.0,1106268.0,+,,,hypothetical protein,YP_499697.1
SAOUHSC_01158,NC_007795.1,1106292.0,1106909.0,+,,,hypothetical protein,YP_499698.1
SAOUHSC_01159,NC_007795.1,1107130.0,1109883.0,+,ileS,,isoleucyl-tRNA synthetase,YP_499699.1
SAOUHSC_01160,NC_007795.1,1110173.0,1110970.0,+,,,hypothetical protein,YP_499700.1
SAOUHSC_01162,NC_007795.1,1111794.0,1112285.0,+,lspA,,lipoprotein signal peptidase,YP_499702.1
SAOUHSC_01163,NC_007795.1,1112285.0,1113202.0,+,,,hypothetical protein,YP_499703.1
SAOUHSC_01164,NC_007795.1,1113602.0,1114129.0,+,,,bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase,YP_499704.1
SAOUHSC_01165,NC_007795.1,1114347.0,1115654.0,+,,,uracil permease,YP_499705.1
SAOUHSC_01166,NC_007795.1,1115682.0,1116563.0,+,pyrB,,aspartate carbamoyltransferase catalytic subunit,YP_499706.1
SAOUHSC_01168,NC_007795.1,1116581.0,1117855.0,+,pyrC,,dihydroorotase,YP_499707.1
SAOUHSC_01169,NC_007795.1,1117857.0,1118957.0,+,,,carbamoyl phosphate synthase small subunit,YP_499708.1
SAOUHSC_01170,NC_007795.1,1118950.0,1122123.0,+,carB,,carbamoyl phosphate synthase large subunit,YP_499709.1
SAOUHSC_01171,NC_007795.1,1122233.0,1122925.0,+,,,orotidine 5'-phosphate decarboxylase,YP_499710.1
SAOUHSC_01172,NC_007795.1,1122925.0,1123536.0,+,pyrE,,orotate phosphoribosyltransferase,YP_499711.1
SAOUHSC_01173,NC_007795.1,1123566.0,1123778.0,+,,,hypothetical protein,YP_499712.1
SAOUHSC_01174,NC_007795.1,1124215.0,1124616.0,+,,,hypothetical protein,YP_499713.1
SAOUHSC_01175,NC_007795.1,1124879.0,1126576.0,-,,,fibrinogen-binding protein A-like protein,YP_499714.1
SAOUHSC_01176,NC_007795.1,1126851.0,1127474.0,+,gmk,,guanylate kinase,YP_499715.1
SAOUHSC_01177,NC_007795.1,1127474.0,1127692.0,+,rpoZ,,DNA-directed RNA polymerase subunit omega,YP_499716.1
SAOUHSC_01178,NC_007795.1,1127908.0,1129107.0,+,,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase,YP_499717.1
SAOUHSC_01179,NC_007795.1,1129107.0,1131515.0,+,,,primosomal protein N,YP_499718.1
SAOUHSC_01180,NC_007795.1,1132021.0,1132974.0,+,,,hypothetical protein,YP_499719.1
SAOUHSC_01181,NC_007795.1,1133137.0,1133415.0,-,,,hypothetical protein,YP_499720.1
SAOUHSC_01182,NC_007795.1,1133639.0,1134127.0,+,,,peptide deformylase,YP_499721.1
SAOUHSC_01183,NC_007795.1,1134120.0,1135055.0,+,,,methionyl-tRNA formyltransferase,YP_499722.1
SAOUHSC_01184,NC_007795.1,1135052.0,1136359.0,+,,,16S rRNA (cytosine(967)-C(5))-methyltransferase,YP_499723.1
SAOUHSC_01185,NC_007795.1,1136362.0,1137456.0,+,,,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,YP_499724.1
SAOUHSC_01186,NC_007795.1,1137463.0,1138206.0,+,,,hypothetical protein,YP_499725.1
SAOUHSC_01187,NC_007795.1,1138203.0,1140197.0,+,,,hypothetical protein,YP_499726.1
SAOUHSC_01188,NC_007795.1,1140425.0,1141300.0,+,,,hypothetical protein,YP_499727.2
SAOUHSC_01189,NC_007795.1,1141301.0,1141945.0,+,,,ribulose-phosphate 3-epimerase,YP_499728.1
SAOUHSC_01190,NC_007795.1,1141952.0,1142593.0,+,,,hypothetical protein,YP_499729.1
SAOUHSC_01191,NC_007795.1,1142974.0,1143162.0,-,rpmB,,50S ribosomal protein L28,YP_499730.1
SAOUHSC_01192,NC_007795.1,1143605.0,1143979.0,+,,,hypothetical protein,YP_499731.1
SAOUHSC_01193,NC_007795.1,1143994.0,1145640.0,+,,,hypothetical protein,YP_499732.1
SAOUHSC_01194,NC_007795.1,1145830.0,1147890.0,+,,,ATP-dependent DNA helicase RecG,YP_499733.1
SAOUHSC_01196,NC_007795.1,1148093.0,1148665.0,+,,,fatty acid biosynthesis transcriptional regulator,YP_499734.1
SAOUHSC_01197,NC_007795.1,1148670.0,1149656.0,+,,,glycerol-3-phosphate acyltransferase PlsX,YP_499735.1
SAOUHSC_01198,NC_007795.1,1149649.0,1150575.0,+,,,malonyl CoA-acyl carrier protein transacylase,YP_499736.1
SAOUHSC_01199,NC_007795.1,1150568.0,1151302.0,+,,,3-oxoacyl-(acyl-carrier-protein) reductase,YP_499737.1
SAOUHSC_01200,NC_007795.1,1151425.0,1151523.0,-,,,hypothetical protein,YP_499738.1
SAOUHSC_01201,NC_007795.1,1151545.0,1151778.0,+,acpP,,acyl carrier protein,YP_499739.1
SAOUHSC_01203,NC_007795.1,1151894.0,1152625.0,+,rnc,,ribonuclease III,YP_499740.1
SAOUHSC_01204,NC_007795.1,1152772.0,1156338.0,+,,,SMC domain-containing protein,YP_499741.1
SAOUHSC_01205,NC_007795.1,1156338.0,1157588.0,+,,,signal recognition particle-docking protein FtsY,YP_499742.1
SAOUHSC_01206,NC_007795.1,1157575.0,1157907.0,+,,,DNA-binding protein,YP_499743.1
SAOUHSC_01207,NC_007795.1,1157933.0,1159300.0,+,,,signal recognition particle protein,YP_499744.1
SAOUHSC_01208,NC_007795.1,1159735.0,1160010.0,+,rpsP,,30S ribosomal protein S16,YP_499745.1
SAOUHSC_01209,NC_007795.1,1160198.0,1160701.0,+,rimM,,16S rRNA-processing protein RimM,YP_499746.1
SAOUHSC_01210,NC_007795.1,1160701.0,1161438.0,+,trmD,,tRNA (guanine-N(1)-)-methyltransferase,YP_499747.1
SAOUHSC_01211,NC_007795.1,1161541.0,1161891.0,+,rplS,,50S ribosomal protein L19,YP_499748.1
SAOUHSC_01213,NC_007795.1,1162135.0,1164741.0,-,,,hypothetical protein,YP_499750.1
SAOUHSC_01214,NC_007795.1,1165142.0,1166026.0,+,rbgA,,ribosomal biogenesis GTPase,YP_499751.1
SAOUHSC_01215,NC_007795.1,1166010.0,1166777.0,+,rnhB,,ribonuclease HII,YP_499752.1
SAOUHSC_01216,NC_007795.1,1166886.0,1168052.0,+,sucC,,succinyl-CoA synthetase subunit beta,YP_499753.1
SAOUHSC_01218,NC_007795.1,1168074.0,1168982.0,+,,,succinyl-CoA synthetase subunit alpha,YP_499754.1
SAOUHSC_01219,NC_007795.1,1169209.0,1170327.0,+,,,cell wall hydrolase,YP_499755.1
SAOUHSC_01220,NC_007795.1,1170355.0,1171599.0,+,,,hypothetical protein,YP_499756.1
SAOUHSC_01221,NC_007795.1,1171904.0,1172644.0,+,,,hypothetical protein,YP_499757.1
SAOUHSC_01222,NC_007795.1,1172818.0,1174893.0,+,,,DNA topoisomerase I,YP_499758.1
SAOUHSC_01223,NC_007795.1,1175049.0,1176356.0,+,,,tRNA (uracil-5-)-methyltransferase Gid,YP_499759.1
SAOUHSC_01224,NC_007795.1,1176773.0,1177669.0,+,,,site-specific recombinase,YP_499760.1
SAOUHSC_01225,NC_007795.1,1177666.0,1178211.0,+,,,ATP-dependent protease peptidase subunit,YP_499761.1
SAOUHSC_01226,NC_007795.1,1178277.0,1179680.0,+,hslU,,ATP-dependent protease ATP-binding subunit HslU,YP_499762.1
SAOUHSC_01228,NC_007795.1,1179705.0,1180478.0,+,,,transcriptional repressor CodY,YP_499763.1
SAOUHSC_01230,NC_007795.1,1180529.0,1180621.0,+,,,hypothetical protein,YP_499764.1
SAOUHSC_01233,NC_007795.1,1181622.0,1181735.0,+,,,hypothetical protein,YP_499766.1
SAOUHSC_01234,NC_007795.1,1181770.0,1182651.0,+,tsf,,elongation factor Ts,YP_499767.1
SAOUHSC_01235,NC_007795.1,1182788.0,1183510.0,+,pyrH,,uridylate kinase,YP_499768.1
SAOUHSC_01236,NC_007795.1,1183529.0,1184083.0,+,frr,,ribosome recycling factor,YP_499769.1
SAOUHSC_01237,NC_007795.1,1184456.0,1185226.0,+,,,undecaprenyl pyrophosphate synthase,YP_499770.1
SAOUHSC_01238,NC_007795.1,1185233.0,1186015.0,+,,,phosphatidate cytidylyltransferase,YP_499771.1
SAOUHSC_01239,NC_007795.1,1186354.0,1187538.0,+,,,hypothetical protein,YP_499772.1
SAOUHSC_01240,NC_007795.1,1187558.0,1189261.0,+,,,prolyl-tRNA synthetase,YP_499773.1
SAOUHSC_01241,NC_007795.1,1189525.0,1193835.0,+,polC,,DNA polymerase III PolC,YP_499774.1
SAOUHSC_01242,NC_007795.1,1194125.0,1194592.0,+,,,hypothetical protein,YP_499775.1
SAOUHSC_01243,NC_007795.1,1194613.0,1195788.0,+,nusA,,transcription elongation factor NusA,YP_499776.1
SAOUHSC_01244,NC_007795.1,1195809.0,1196093.0,+,,,hypothetical protein,YP_499777.1
SAOUHSC_01245,NC_007795.1,1196090.0,1196407.0,+,,,hypothetical protein,YP_499778.1
SAOUHSC_01246,NC_007795.1,1196412.0,1198529.0,+,infB,,translation initiation factor IF-2,YP_499779.1
SAOUHSC_01247,NC_007795.1,1198915.0,1199265.0,+,rbfA,,ribosome-binding factor A,YP_499780.1
SAOUHSC_01248,NC_007795.1,1199434.0,1200351.0,+,,,tRNA pseudouridine synthase B,YP_499781.1
SAOUHSC_01249,NC_007795.1,1200366.0,1201337.0,+,,,riboflavin biosynthesis protein RibF,YP_499782.1
SAOUHSC_01250,NC_007795.1,1201452.0,1201721.0,+,rpsO,,30S ribosomal protein S15,YP_499783.1
SAOUHSC_01251,NC_007795.1,1202091.0,1204187.0,+,,,polynucleotide phosphorylase/polyadenylase,YP_499784.1
SAOUHSC_01252,NC_007795.1,1204525.0,1206096.0,+,,,hypothetical protein,YP_499785.1
SAOUHSC_01253,NC_007795.1,1206478.0,1208721.0,+,,,hypothetical protein,YP_499786.1
SAOUHSC_01254,NC_007795.1,1208726.0,1209439.0,+,,,hypothetical protein,YP_499787.1
SAOUHSC_01255,NC_007795.1,1209470.0,1210735.0,+,,,hypothetical protein,YP_499788.1
SAOUHSC_01256,NC_007795.1,1210735.0,1212021.0,+,,,hypothetical protein,YP_499789.1
SAOUHSC_01257,NC_007795.1,1212021.0,1212725.0,+,,,hypothetical protein,YP_499790.1
SAOUHSC_01258,NC_007795.1,1212830.0,1213657.0,+,,,hypothetical protein,YP_499791.1
SAOUHSC_01259,NC_007795.1,1213676.0,1214068.0,+,,,hypothetical protein,YP_499792.1
SAOUHSC_01260,NC_007795.1,1214102.0,1214680.0,+,,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,YP_499793.1
SAOUHSC_01261,NC_007795.1,1214907.0,1216058.0,+,,,competence-damage inducible protein cinA,YP_499794.1
SAOUHSC_01262,NC_007795.1,1216223.0,1217266.0,+,recA,,recombinase A,YP_499795.2
SAOUHSC_01263,NC_007795.1,1217620.0,1219179.0,+,,,phosphodiesterase,YP_499796.1
SAOUHSC_01264,NC_007795.1,1219476.0,1219691.0,-,,,hypothetical protein,YP_499797.1
SAOUHSC_01265,NC_007795.1,1219865.0,1220662.0,+,,,hypothetical protein,YP_499798.1
SAOUHSC_01266,NC_007795.1,1220802.0,1222562.0,+,,,hypothetical protein,YP_499799.1
SAOUHSC_01267,NC_007795.1,1222563.0,1223429.0,+,,,2-oxoglutarate ferredoxin oxidoreductase subunit beta,YP_499800.1
SAOUHSC_01268,NC_007795.1,1223523.0,1223816.0,+,,,hypothetical protein,YP_499801.1
SAOUHSC_01269,NC_007795.1,1223950.0,1225494.0,+,,,(dimethylallyl)adenosine tRNA methylthiotransferase,YP_499802.1
SAOUHSC_01270,NC_007795.1,1225495.0,1225860.0,+,,,hypothetical protein,YP_499803.1
SAOUHSC_01271,NC_007795.1,1225887.0,1226378.0,+,,,hypothetical protein,YP_499804.1
SAOUHSC_01272,NC_007795.1,1226777.0,1229299.0,+,,,DNA mismatch repair protein MutS,YP_499805.1
SAOUHSC_01273,NC_007795.1,1229312.0,1231321.0,+,mutL,,DNA mismatch repair protein,YP_499806.1
SAOUHSC_01274,NC_007795.1,1231327.0,1231869.0,+,,,glycerol uptake operon antiterminator regulatory protein,YP_499807.1
SAOUHSC_01275,NC_007795.1,1232334.0,1233152.0,+,,,hypothetical protein,YP_499808.1
SAOUHSC_01276,NC_007795.1,1233281.0,1234777.0,+,glpK,,glycerol kinase,YP_499809.1
SAOUHSC_01278,NC_007795.1,1234935.0,1236608.0,+,,,aerobic glycerol-3-phosphate dehydrogenase,YP_499810.1
SAOUHSC_01279,NC_007795.1,1236758.0,1237672.0,+,,,hydrolase alpha/beta fold domain-containing protein,YP_499811.1
SAOUHSC_01280,NC_007795.1,1237690.0,1238625.0,+,miaA,,tRNA delta(2)-isopentenylpyrophosphate transferase,YP_499812.1
SAOUHSC_01281,NC_007795.1,1238640.0,1238873.0,+,,,host factor 1 protein,YP_499813.1
SAOUHSC_01282,NC_007795.1,1239095.0,1239571.0,-,,,glutathione peroxidase,YP_499814.1
SAOUHSC_01283,NC_007795.1,1239683.0,1240921.0,+,,,hypothetical protein,YP_499815.1
SAOUHSC_01284,NC_007795.1,1240940.0,1242178.0,+,,,hypothetical protein,YP_499816.1
SAOUHSC_01285,NC_007795.1,1242421.0,1242789.0,+,,,glutamine synthetase repressor,YP_499817.1
SAOUHSC_01287,NC_007795.1,1242808.0,1244148.0,+,,,glutamine synthetase,YP_499818.1
SAOUHSC_01288,NC_007795.1,1244641.0,1244838.0,+,,,hypothetical protein,YP_499819.1
SAOUHSC_01289,NC_007795.1,1245527.0,1245751.0,+,,,hypothetical protein,YP_499820.1
SAOUHSC_01290,NC_007795.1,1246045.0,1246251.0,+,,,hypothetical protein,YP_499821.1
SAOUHSC_01291,NC_007795.1,1246952.0,1247062.0,+,,,hypothetical protein,YP_499822.1
SAOUHSC_01292,NC_007795.1,1247490.0,1247675.0,+,,,hypothetical protein,YP_499823.1
SAOUHSC_01293,NC_007795.1,1248187.0,1248291.0,+,,,hypothetical protein,YP_499824.1
SAOUHSC_01294,NC_007795.1,1248246.0,1248419.0,+,,,hypothetical protein,YP_499825.1
SAOUHSC_01295,NC_007795.1,1248420.0,1248671.0,+,,,hypothetical protein,YP_499826.1
SAOUHSC_01296,NC_007795.1,1248717.0,1249301.0,+,,,hypothetical protein,YP_499827.1
SAOUHSC_01297,NC_007795.1,1249422.0,1249670.0,+,,,hypothetical protein,YP_499828.1
SAOUHSC_01298,NC_007795.1,1249705.0,1249827.0,+,,,hypothetical protein,YP_499829.1
SAOUHSC_01299,NC_007795.1,1249800.0,1249901.0,+,,,hypothetical protein,YP_499830.1
SAOUHSC_01300,NC_007795.1,1249947.0,1250213.0,+,,,hypothetical protein,YP_499831.1
SAOUHSC_01301,NC_007795.1,1250210.0,1250347.0,+,,,hypothetical protein,YP_499832.1
SAOUHSC_01304,NC_007795.1,1251076.0,1251270.0,+,,,hypothetical protein,YP_499835.1
SAOUHSC_01305,NC_007795.1,1251320.0,1251661.0,+,,,hypothetical protein,YP_499836.1
SAOUHSC_01306,NC_007795.1,1251668.0,1251859.0,+,,,hypothetical protein,YP_499837.1
SAOUHSC_01307,NC_007795.1,1252408.0,1253433.0,-,,,hypothetical protein,YP_499838.1
SAOUHSC_1307a,NC_007795.1,1253703.0,1253900.0,+,,,hypothetical protein,YP_008530240.1
SAOUHSC_01310,NC_007795.1,1253958.0,1255439.0,+,,,cardiolipin synthetase,YP_499840.1
SAOUHSC_01311,NC_007795.1,1255614.0,1256522.0,+,,,ABC transporter ATP-binding protein,YP_499841.1
SAOUHSC_01312,NC_007795.1,1256491.0,1257222.0,+,,,hypothetical protein,YP_499842.1
SAOUHSC_01313,NC_007795.1,1257226.0,1258317.0,+,,,histidine kinase,YP_499843.1
SAOUHSC_01314,NC_007795.1,1258314.0,1258916.0,+,,,hypothetical protein,YP_499844.1
SAOUHSC_01315,NC_007795.1,1259029.0,1259217.0,-,,,hypothetical protein,YP_499845.1
SAOUHSC_01316,NC_007795.1,1259356.0,1259889.0,+,,,thermonuclease,YP_499846.1
SAOUHSC_01317,NC_007795.1,1260032.0,1260886.0,-,,,hypothetical protein,YP_499847.1
SAOUHSC_01318,NC_007795.1,1261217.0,1261792.0,+,,,hypothetical protein,YP_499848.1
SAOUHSC_01319,NC_007795.1,1261846.0,1263228.0,-,,,aspartate kinase,YP_499849.1
SAOUHSC_01320,NC_007795.1,1263419.0,1264699.0,+,,,homoserine dehydrogenase,YP_499850.1
SAOUHSC_01321,NC_007795.1,1264705.0,1265766.0,+,,,threonine synthase,YP_499851.1
SAOUHSC_01322,NC_007795.1,1265768.0,1266682.0,+,,,homoserine kinase,YP_499852.1
SAOUHSC_01323,NC_007795.1,1266740.0,1267543.0,+,,,hypothetical protein,YP_499853.1
SAOUHSC_01324,NC_007795.1,1267836.0,1268150.0,-,,,hypothetical protein,YP_499854.1
SAOUHSC_01325,NC_007795.1,1268125.0,1268229.0,-,,,hypothetical protein,YP_499855.1
SAOUHSC_01326,NC_007795.1,1268368.0,1269822.0,-,,,hypothetical protein,YP_499856.1
SAOUHSC_01327,NC_007795.1,1270122.0,1271543.0,+,,,catalase,YP_499857.1
SAOUHSC_01328,NC_007795.1,1271634.0,1271783.0,+,rpmG,,50S ribosomal protein L33,YP_499858.1
SAOUHSC_01329,NC_007795.1,1272237.0,1272506.0,+,rpsN,,30S ribosomal protein S14,YP_499859.1
SAOUHSC_01330,NC_007795.1,1272663.0,1273640.0,+,,,guanosine 5'-monophosphate oxidoreductase,YP_499860.1
SAOUHSC_01331,NC_007795.1,1273637.0,1273741.0,-,,,hypothetical protein,YP_499861.1
SAOUHSC_01332,NC_007795.1,1273815.0,1274678.0,+,,,hypothetical protein,YP_499862.1
SAOUHSC_01333,NC_007795.1,1275058.0,1275681.0,-,,,LexA repressor,YP_499863.1
SAOUHSC_01334,NC_007795.1,1275824.0,1276057.0,+,,,hypothetical protein,YP_499864.1
SAOUHSC_01336,NC_007795.1,1276193.0,1276432.0,+,,,hypothetical protein,YP_499865.1
SAOUHSC_01337,NC_007795.1,1276664.0,1278541.0,+,,,transketolase,YP_499866.1
SAOUHSC_01338,NC_007795.1,1278774.0,1279061.0,+,,,hypothetical protein,YP_499867.1
SAOUHSC_01339,NC_007795.1,1279048.0,1279146.0,+,,,hypothetical protein,YP_499868.1
SAOUHSC_01340,NC_007795.1,1279279.0,1279707.0,+,,,hypothetical protein,YP_499869.1
SAOUHSC_01341,NC_007795.1,1279831.0,1280952.0,+,,,hypothetical protein,YP_499870.1
SAOUHSC_1342a,NC_007795.1,1284057.0,1284419.0,-,,,large-conductance mechanosensitive channel,YP_008530241.1
SAOUHSC_01346,NC_007795.1,1284623.0,1286269.0,+,,,glycine betaine transporter,YP_499874.1
SAOUHSC_01347,NC_007795.1,1287161.0,1289866.0,+,,,aconitate hydratase,YP_499875.1
SAOUHSC_01348,NC_007795.1,1290046.0,1290513.0,+,,,hypothetical protein,YP_499876.1
SAOUHSC_01349,NC_007795.1,1290720.0,1291016.0,-,,,hypothetical protein,YP_499877.1
SAOUHSC_01350,NC_007795.1,1291392.0,1292000.0,-,,,hypothetical protein,YP_499878.1
SAOUHSC_01351,NC_007795.1,1292206.0,1294197.0,+,,,DNA topoisomerase IV subunit B,YP_499879.1
SAOUHSC_01352,NC_007795.1,1294197.0,1296599.0,+,,,DNA topoisomerase IV subunit A,YP_499880.1
SAOUHSC_01353,NC_007795.1,1296727.0,1296825.0,-,,,hypothetical protein,YP_499881.1
SAOUHSC_01354,NC_007795.1,1296849.0,1298309.0,+,,,sodium:alanine symporter family protein,YP_499882.1
SAOUHSC_01356,NC_007795.1,1298809.0,1299660.0,+,,,transcription antiterminator,YP_499883.1
SAOUHSC_01357,NC_007795.1,1299635.0,1299802.0,+,,,hypothetical protein,YP_499884.1
SAOUHSC_01358,NC_007795.1,1299795.0,1301003.0,+,,,hypothetical protein,YP_499885.1
SAOUHSC_01359,NC_007795.1,1301484.0,1304006.0,+,,,hypothetical protein,YP_499886.1
SAOUHSC_01360,NC_007795.1,1304209.0,1304718.0,-,,,methionine sulfoxide reductase A,YP_499887.1
